brood_year,stock_id,stock_name,region_id,life_hist,surv,origin,basin,exclude,dataset
1990,GRO,Grovers Creek,MPS,SY,0.0221,H,PS,No,2
1991,GRO,Grovers Creek,MPS,SY,0.0083,H,PS,No,2
1992,GRO,Grovers Creek,MPS,SY,0.058,H,PS,No,2
1993,GRO,Grovers Creek,MPS,SY,0.0593,H,PS,No,2
1994,GRO,Grovers Creek,MPS,SY,0.0163,H,PS,No,2
1995,GRO,Grovers Creek,MPS,SY,0.0042,H,PS,No,2
1996,GRO,Grovers Creek,MPS,SY,0.0318,H,PS,No,2
1997,GRO,Grovers Creek,MPS,SY,0.0184,H,PS,No,2
1998,GRO,Grovers Creek,MPS,SY,0.0487,H,PS,No,2
1999,GRO,Grovers Creek,MPS,SY,0.032,H,PS,No,2
2000,GRO,Grovers Creek,MPS,SY,0.0206,H,PS,No,2
2001,GRO,Grovers Creek,MPS,SY,0.0156,H,PS,No,2
2002,GRO,Grovers Creek,MPS,SY,0.0237,H,PS,No,2
2003,GRO,Grovers Creek,MPS,SY,0.0348,H,PS,No,2
2004,GRO,Grovers Creek,MPS,SY,0.035,H,PS,No,2
2005,GRO,Grovers Creek,MPS,SY,0.029,H,PS,No,2
2006,GRO,Grovers Creek,MPS,SY,0.0187,H,PS,No,2
2007,GRO,Grovers Creek,MPS,SY,0.0391,H,PS,No,2
2008,GRO,Grovers Creek,MPS,SY,0.0098,H,PS,No,2
2009,GRO,Grovers Creek,MPS,SY,0.0382,H,PS,No,2
2010,GRO,Grovers Creek,MPS,SY,0.014,H,PS,No,2
2011,GRO,Grovers Creek,MPS,SY,0.0322,H,PS,No,2
2012,GRO,Grovers Creek,MPS,SY,0.0119,H,PS,No,2
2013,GRO,Grovers Creek,MPS,SY,0.0177,H,PS,No,2
1971,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1972,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1973,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1974,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1975,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1976,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1977,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1978,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1979,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1980,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
1981,HAR,Harrison,FRA,SY,0.2397,H,SOG,No,2
1982,HAR,Harrison,FRA,SY,0.038,H,SOG,No,2
1983,HAR,Harrison,FRA,SY,0.0107,H,SOG,No,2
1984,HAR,Harrison,FRA,SY,0.0111,H,SOG,No,2
1985,HAR,Harrison,FRA,SY,0.0137,H,SOG,No,2
1986,HAR,Harrison,FRA,SY,0.0722,H,SOG,No,2
1987,HAR,Harrison,FRA,SY,0.0263,H,SOG,No,2
1988,HAR,Harrison,FRA,SY,0.1085,H,SOG,No,2
1989,HAR,Harrison,FRA,SY,0.0721,H,SOG,No,2
1990,HAR,Harrison,FRA,SY,0.022,H,SOG,No,2
1991,HAR,Harrison,FRA,SY,0.004,H,SOG,No,2
1992,HAR,Harrison,FRA,SY,0.0065,H,SOG,No,2
1993,HAR,Harrison,FRA,SY,0.0205,H,SOG,No,2
1994,HAR,Harrison,FRA,SY,0.0378,H,SOG,No,2
1995,HAR,Harrison,FRA,SY,0.01,H,SOG,No,2
1996,HAR,Harrison,FRA,SY,0.0232,H,SOG,No,2
1997,HAR,Harrison,FRA,SY,0.0083,H,SOG,No,2
1998,HAR,Harrison,FRA,SY,0.0092,H,SOG,No,2
1999,HAR,Harrison,FRA,SY,0.021,H,SOG,No,2
2000,HAR,Harrison,FRA,SY,0.0144,H,SOG,No,2
2001,HAR,Harrison,FRA,SY,0.0241,H,SOG,No,2
2002,HAR,Harrison,FRA,SY,0.0086,H,SOG,No,2
2003,HAR,Harrison,FRA,SY,0.0137,H,SOG,No,2
2004,HAR,Harrison,FRA,SY,NA,H,SOG,No,2
2005,HAR,Harrison,FRA,SY,0.068,H,SOG,No,2
2006,HAR,Harrison,FRA,SY,0.0075,H,SOG,No,2
2007,HAR,Harrison,FRA,SY,0.0574,H,SOG,No,2
2008,HAR,Harrison,FRA,SY,0.0199,H,SOG,No,2
2009,HAR,Harrison,FRA,SY,0.0103,H,SOG,No,2
2010,HAR,Harrison,FRA,SY,0.047,H,SOG,No,2
2011,HAR,Harrison,FRA,SY,0.035,H,SOG,No,2
2012,HAR,Harrison,FRA,SY,0.007,H,SOG,No,2
2013,HAR,Harrison,FRA,SY,0.0187,H,SOG,No,2
1971,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1972,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1973,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1974,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1975,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1976,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1977,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1978,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1979,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1980,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1981,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1982,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1983,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1984,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1985,HOK,Hoko,JUAN,SY,0.0056,H,PS,No,2
1986,HOK,Hoko,JUAN,SY,0.0252,H,PS,No,2
1987,HOK,Hoko,JUAN,SY,0.026,H,PS,No,2
1988,HOK,Hoko,JUAN,SY,NA,H,PS,No,2
1989,HOK,Hoko,JUAN,SY,0.0111,H,PS,No,2
1990,HOK,Hoko,JUAN,SY,0.0161,H,PS,No,2
1991,HOK,Hoko,JUAN,SY,0.0118,H,PS,No,2
1992,HOK,Hoko,JUAN,SY,0.0124,H,PS,No,2
1993,HOK,Hoko,JUAN,SY,0.0166,H,PS,No,2
1994,HOK,Hoko,JUAN,SY,0.0228,H,PS,No,2
1995,HOK,Hoko,JUAN,SY,0.007,H,PS,No,2
1996,HOK,Hoko,JUAN,SY,0.0136,H,PS,No,2
1997,HOK,Hoko,JUAN,SY,0.0051,H,PS,No,2
1998,HOK,Hoko,JUAN,SY,0.0226,H,PS,No,2
1999,HOK,Hoko,JUAN,SY,0.0316,H,PS,No,2
2000,HOK,Hoko,JUAN,SY,0.0073,H,PS,No,2
2001,HOK,Hoko,JUAN,SY,0.0118,H,PS,No,2
2002,HOK,Hoko,JUAN,SY,0.0106,H,PS,No,2
2003,HOK,Hoko,JUAN,SY,0.0068,H,PS,No,2
2004,HOK,Hoko,JUAN,SY,0.0011,H,PS,No,2
2005,HOK,Hoko,JUAN,SY,0.0094,H,PS,No,2
2006,HOK,Hoko,JUAN,SY,0.0109,H,PS,No,2
2007,HOK,Hoko,JUAN,SY,0.0261,H,PS,No,2
2008,HOK,Hoko,JUAN,SY,0.0107,H,PS,No,2
2009,HOK,Hoko,JUAN,SY,0.0079,H,PS,No,2
2010,HOK,Hoko,JUAN,SY,0.016,H,PS,No,2
2011,HOK,Hoko,JUAN,SY,0.0147,H,PS,No,2
2012,HOK,Hoko,JUAN,SY,0.0088,H,PS,No,2
2013,HOK,Hoko,JUAN,SY,0.0095,H,PS,No,2
1971,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1972,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1973,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1974,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1975,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1976,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1977,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1978,ISS,Issaquah,MPS,SY,0.0126,H,PS,No,2
1979,ISS,Issaquah,MPS,SY,0.0448,H,PS,No,2
1980,ISS,Issaquah,MPS,SY,0.0498,H,PS,No,2
1981,ISS,Issaquah,MPS,SY,0.0496,H,PS,No,2
1982,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1983,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1984,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1985,ISS,Issaquah,MPS,SY,0.0032,H,PS,No,2
1986,ISS,Issaquah,MPS,SY,0.0386,H,PS,No,2
1987,ISS,Issaquah,MPS,SY,0.0078,H,PS,No,2
1988,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1989,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1990,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1991,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1992,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1993,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1994,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1995,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1996,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1997,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1998,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1999,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2000,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2001,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2002,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2003,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2004,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2005,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2006,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2007,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2008,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2009,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2010,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2011,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2012,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
2013,ISS,Issaquah,MPS,SY,NA,H,PS,No,2
1971,LRH,Lower Columbia,COL,SY,NA,H,COL,No,2
1972,LRH,Lower Columbia,COL,SY,NA,H,COL,No,2
1973,LRH,Lower Columbia,COL,SY,NA,H,COL,No,2
1974,LRH,Lower Columbia,COL,SY,NA,H,COL,No,2
1975,LRH,Lower Columbia,COL,SY,NA,H,COL,No,2
1976,LRH,Lower Columbia,COL,SY,0.0035,H,COL,No,2
1977,LRH,Lower Columbia,COL,SY,0.0242,H,COL,No,2
1978,LRH,Lower Columbia,COL,SY,0.0191,H,COL,No,2
1979,LRH,Lower Columbia,COL,SY,0.0167,H,COL,No,2
1980,LRH,Lower Columbia,COL,SY,0.0088,H,COL,No,2
1981,LRH,Lower Columbia,COL,SY,0.0087,H,COL,No,2
1982,LRH,Lower Columbia,COL,SY,0.0111,H,COL,No,2
1983,LRH,Lower Columbia,COL,SY,0.0034,H,COL,No,2
1984,LRH,Lower Columbia,COL,SY,0.0958,H,COL,No,2
1985,LRH,Lower Columbia,COL,SY,0.0058,H,COL,No,2
1986,LRH,Lower Columbia,COL,SY,0.0028,H,COL,No,2
1987,LRH,Lower Columbia,COL,SY,0.0035,H,COL,No,2
1988,LRH,Lower Columbia,COL,SY,0.0042,H,COL,No,2
1989,LRH,Lower Columbia,COL,SY,0.0181,H,COL,No,2
1990,LRH,Lower Columbia,COL,SY,0.0044,H,COL,No,2
1991,LRH,Lower Columbia,COL,SY,0.0002,H,COL,No,2
1992,LRH,Lower Columbia,COL,SY,0.0005,H,COL,No,2
1993,LRH,Lower Columbia,COL,SY,0.0006,H,COL,No,2
1994,LRH,Lower Columbia,COL,SY,0.002,H,COL,No,2
1995,LRH,Lower Columbia,COL,SY,0.0007,H,COL,No,2
1996,LRH,Lower Columbia,COL,SY,0.0054,H,COL,No,2
1997,LRH,Lower Columbia,COL,SY,0.0022,H,COL,No,2
1998,LRH,Lower Columbia,COL,SY,0.0174,H,COL,No,2
1999,LRH,Lower Columbia,COL,SY,0.0303,H,COL,No,2
2000,LRH,Lower Columbia,COL,SY,0.0338,H,COL,No,2
2001,LRH,Lower Columbia,COL,SY,0.0095,H,COL,No,2
2002,LRH,Lower Columbia,COL,SY,0.0021,H,COL,No,2
2003,LRH,Lower Columbia,COL,SY,0.001,H,COL,No,2
2004,LRH,Lower Columbia,COL,SY,0.0011,H,COL,No,2
2005,LRH,Lower Columbia,COL,SY,0.006,H,COL,No,2
2006,LRH,Lower Columbia,COL,SY,0.005,H,COL,No,2
2007,LRH,Lower Columbia,COL,SY,0.0189,H,COL,No,2
2008,LRH,Lower Columbia,COL,SY,0.0071,H,COL,No,2
2009,LRH,Lower Columbia,COL,SY,0.011,H,COL,No,2
2010,LRH,Lower Columbia,COL,SY,0.0033,H,COL,No,2
2011,LRH,Lower Columbia,COL,SY,0.0121,H,COL,No,2
2012,LRH,Lower Columbia,COL,SY,0.013,H,COL,No,2
2013,LRH,Lower Columbia,COL,SY,0.003,H,COL,No,2
1971,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1972,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1973,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1974,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1975,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1976,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1977,LRW,Lewis River Wild,COL,SY,0.0316,W,COL,No,2
1978,LRW,Lewis River Wild,COL,SY,0.0078,W,COL,No,2
1979,LRW,Lewis River Wild,COL,SY,0.0164,W,COL,No,2
1980,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1981,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1982,LRW,Lewis River Wild,COL,SY,0.0189,W,COL,No,2
1983,LRW,Lewis River Wild,COL,SY,0.0158,W,COL,No,2
1984,LRW,Lewis River Wild,COL,SY,0.0218,W,COL,No,2
1985,LRW,Lewis River Wild,COL,SY,0.0214,W,COL,No,2
1986,LRW,Lewis River Wild,COL,SY,0.0257,W,COL,No,2
1987,LRW,Lewis River Wild,COL,SY,0.0151,W,COL,No,2
1988,LRW,Lewis River Wild,COL,SY,0.0107,W,COL,No,2
1989,LRW,Lewis River Wild,COL,SY,0.0073,W,COL,No,2
1990,LRW,Lewis River Wild,COL,SY,0.0095,W,COL,No,2
1991,LRW,Lewis River Wild,COL,SY,0.0077,W,COL,No,2
1992,LRW,Lewis River Wild,COL,SY,0.0075,W,COL,No,2
1993,LRW,Lewis River Wild,COL,SY,0.0042,W,COL,No,2
1994,LRW,Lewis River Wild,COL,SY,0.0019,W,COL,No,2
1995,LRW,Lewis River Wild,COL,SY,NA,W,COL,No,2
1996,LRW,Lewis River Wild,COL,SY,0.0011,W,COL,No,2
1997,LRW,Lewis River Wild,COL,SY,0.0059,W,COL,No,2
1998,LRW,Lewis River Wild,COL,SY,0.0109,W,COL,No,2
1999,LRW,Lewis River Wild,COL,SY,0.0345,W,COL,No,2
2000,LRW,Lewis River Wild,COL,SY,0.0145,W,COL,No,2
2001,LRW,Lewis River Wild,COL,SY,0.0104,W,COL,No,2
2002,LRW,Lewis River Wild,COL,SY,0.0067,W,COL,No,2
2003,LRW,Lewis River Wild,COL,SY,0.0019,W,COL,No,2
2004,LRW,Lewis River Wild,COL,SY,0.0014,W,COL,No,2
2005,LRW,Lewis River Wild,COL,SY,0.0044,W,COL,No,2
2006,LRW,Lewis River Wild,COL,SY,0.003,W,COL,No,2
2007,LRW,Lewis River Wild,COL,SY,0.0091,W,COL,No,2
2008,LRW,Lewis River Wild,COL,SY,0.0069,W,COL,No,2
2009,LRW,Lewis River Wild,COL,SY,0.0042,W,COL,No,2
2010,LRW,Lewis River Wild,COL,SY,0.0103,W,COL,No,2
2011,LRW,Lewis River Wild,COL,SY,0.0036,W,COL,No,2
2012,LRW,Lewis River Wild,COL,SY,0.005,W,COL,No,2
2013,LRW,Lewis River Wild,COL,SY,0.0026,W,COL,No,2
1971,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1972,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1973,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1974,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1975,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1976,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1977,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1978,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1979,NAN,Nanaimo,SOG,SY,0.0819,H,SOG,No,2
1980,NAN,Nanaimo,SOG,SY,0.1363,H,SOG,No,2
1981,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1982,NAN,Nanaimo,SOG,SY,0.0094,H,SOG,No,2
1983,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1984,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1985,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1986,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1987,NAN,Nanaimo,SOG,SY,0.0048,H,SOG,No,2
1988,NAN,Nanaimo,SOG,SY,0.0262,H,SOG,No,2
1989,NAN,Nanaimo,SOG,SY,0.049,H,SOG,No,2
1990,NAN,Nanaimo,SOG,SY,0.0574,H,SOG,No,2
1991,NAN,Nanaimo,SOG,SY,0.0069,H,SOG,No,2
1992,NAN,Nanaimo,SOG,SY,0.0171,H,SOG,No,2
1993,NAN,Nanaimo,SOG,SY,0.039,H,SOG,No,2
1994,NAN,Nanaimo,SOG,SY,0.0119,H,SOG,No,2
1995,NAN,Nanaimo,SOG,SY,0.009,H,SOG,No,2
1996,NAN,Nanaimo,SOG,SY,0.0112,H,SOG,No,2
1997,NAN,Nanaimo,SOG,SY,0.0155,H,SOG,No,2
1998,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1999,NAN,Nanaimo,SOG,SY,0.0164,H,SOG,No,2
2000,NAN,Nanaimo,SOG,SY,0.0179,H,SOG,No,2
2001,NAN,Nanaimo,SOG,SY,0.0178,H,SOG,No,2
2002,NAN,Nanaimo,SOG,SY,0.0088,H,SOG,No,2
2003,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2004,NAN,Nanaimo,SOG,SY,0.0309,H,SOG,No,2
2005,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2006,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2007,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2008,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2009,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2010,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2011,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2012,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
2013,NAN,Nanaimo,SOG,SY,NA,H,SOG,No,2
1971,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1972,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1973,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1974,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1975,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1976,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1977,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1978,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1979,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1980,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1981,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1982,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1983,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1984,NIC,Nicola,FRA,Y,NA,H,SOG,No,2
1985,NIC,Nicola,FRA,Y,0.0315,H,SOG,No,2
1986,NIC,Nicola,FRA,Y,0.0064,H,SOG,No,2
1987,NIC,Nicola,FRA,Y,0.0267,H,SOG,No,2
1988,NIC,Nicola,FRA,Y,0.013,H,SOG,No,2
1989,NIC,Nicola,FRA,Y,0.0276,H,SOG,No,2
1990,NIC,Nicola,FRA,Y,0.0786,H,SOG,No,2
1991,NIC,Nicola,FRA,Y,0.055,H,SOG,No,2
1992,NIC,Nicola,FRA,Y,0.001,H,SOG,No,2
1993,NIC,Nicola,FRA,Y,0.0077,H,SOG,No,2
1994,NIC,Nicola,FRA,Y,0.0107,H,SOG,No,2
1995,NIC,Nicola,FRA,Y,0.0582,H,SOG,No,2
1996,NIC,Nicola,FRA,Y,0.0462,H,SOG,No,2
1997,NIC,Nicola,FRA,Y,0.0625,H,SOG,No,2
1998,NIC,Nicola,FRA,Y,0.1251,H,SOG,No,2
1999,NIC,Nicola,FRA,Y,0.0631,H,SOG,No,2
2000,NIC,Nicola,FRA,Y,0.0082,H,SOG,No,2
2001,NIC,Nicola,FRA,Y,0.0136,H,SOG,No,2
2002,NIC,Nicola,FRA,Y,0.0127,H,SOG,No,2
2003,NIC,Nicola,FRA,Y,0.0022,H,SOG,No,2
2004,NIC,Nicola,FRA,Y,0.0197,H,SOG,No,2
2005,NIC,Nicola,FRA,Y,0.0041,H,SOG,No,2
2006,NIC,Nicola,FRA,Y,0.0387,H,SOG,No,2
2007,NIC,Nicola,FRA,Y,0.0114,H,SOG,No,2
2008,NIC,Nicola,FRA,Y,0.0126,H,SOG,No,2
2009,NIC,Nicola,FRA,Y,0.0188,H,SOG,No,2
2010,NIC,Nicola,FRA,Y,0.0049,H,SOG,No,2
2011,NIC,Nicola,FRA,Y,0.0184,H,SOG,No,2
2012,NIC,Nicola,FRA,Y,0.0116,H,SOG,No,2
2013,NIC,Nicola,FRA,Y,0.0148,H,SOG,No,2
1971,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1972,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1973,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1974,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1975,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1976,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1977,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1978,NIS,Nisqually,SPS,SY,NA,H,PS,No,2
1979,NIS,Nisqually,SPS,SY,0.0153,H,PS,No,2
1980,NIS,Nisqually,SPS,SY,0.0073,H,PS,No,2
1981,NIS,Nisqually,SPS,SY,0.0189,H,PS,No,2
1982,NIS,Nisqually,SPS,SY,0.0078,H,PS,No,2
1983,NIS,Nisqually,SPS,SY,0.0079,H,PS,No,2
1984,NIS,Nisqually,SPS,SY,0.0069,H,PS,No,2
1985,NIS,Nisqually,SPS,SY,0.0074,H,PS,No,2
1986,NIS,Nisqually,SPS,SY,0.0373,H,PS,No,2
1987,NIS,Nisqually,SPS,SY,0.0011,H,PS,No,2
1988,NIS,Nisqually,SPS,SY,0.0038,H,PS,No,2
1989,NIS,Nisqually,SPS,SY,0.0022,H,PS,No,2
1990,NIS,Nisqually,SPS,SY,0.0154,H,PS,No,2
1991,NIS,Nisqually,SPS,SY,0.0062,H,PS,No,2
1992,NIS,Nisqually,SPS,SY,0.038,H,PS,No,2
1993,NIS,Nisqually,SPS,SY,0.0078,H,PS,No,2
1994,NIS,Nisqually,SPS,SY,0.0096,H,PS,No,2
1995,NIS,Nisqually,SPS,SY,0.0077,H,PS,No,2
1996,NIS,Nisqually,SPS,SY,0.0281,H,PS,No,2
1997,NIS,Nisqually,SPS,SY,0.0034,H,PS,No,2
1998,NIS,Nisqually,SPS,SY,0.0215,H,PS,No,2
1999,NIS,Nisqually,SPS,SY,0.0238,H,PS,No,2
2000,NIS,Nisqually,SPS,SY,0.0285,H,PS,No,2
2001,NIS,Nisqually,SPS,SY,0.0095,H,PS,No,2
2002,NIS,Nisqually,SPS,SY,0.0243,H,PS,No,2
2003,NIS,Nisqually,SPS,SY,0.043,H,PS,No,2
2004,NIS,Nisqually,SPS,SY,0.0283,H,PS,No,2
2005,NIS,Nisqually,SPS,SY,0.0239,H,PS,No,2
2006,NIS,Nisqually,SPS,SY,0.0132,H,PS,No,2
2007,NIS,Nisqually,SPS,SY,0.0346,H,PS,No,2
2008,NIS,Nisqually,SPS,SY,0.0114,H,PS,No,2
2009,NIS,Nisqually,SPS,SY,0.0297,H,PS,No,2
2010,NIS,Nisqually,SPS,SY,0.0186,H,PS,No,2
2011,NIS,Nisqually,SPS,SY,0.0151,H,PS,No,2
2012,NIS,Nisqually,SPS,SY,0.006,H,PS,No,2
2013,NIS,Nisqually,SPS,SY,0.016,H,PS,No,2
1971,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1972,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1973,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1974,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1975,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1976,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1977,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1978,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1979,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1980,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1981,NKS,Nooksack,NOWA,Y,0.024,H,PS,No,2
1982,NKS,Nooksack,NOWA,Y,0.0114,H,PS,No,2
1983,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1984,NKS,Nooksack,NOWA,Y,0.036,H,PS,No,2
1985,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1986,NKS,Nooksack,NOWA,Y,0.001,H,PS,No,2
1987,NKS,Nooksack,NOWA,Y,0.0035,H,PS,No,2
1988,NKS,Nooksack,NOWA,Y,0.0121,H,PS,No,2
1989,NKS,Nooksack,NOWA,Y,0.0155,H,PS,No,2
1990,NKS,Nooksack,NOWA,Y,0.0185,H,PS,No,2
1991,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1992,NKS,Nooksack,NOWA,Y,0.004,H,PS,No,2
1993,NKS,Nooksack,NOWA,Y,0.0034,H,PS,No,2
1994,NKS,Nooksack,NOWA,Y,0.0022,H,PS,No,2
1995,NKS,Nooksack,NOWA,Y,0.0015,H,PS,No,2
1996,NKS,Nooksack,NOWA,Y,0.0061,H,PS,No,2
1997,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1998,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
1999,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2000,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2001,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2002,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2003,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2004,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2005,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2006,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2007,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2008,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2009,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2010,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2011,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2012,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
2013,NKS,Nooksack,NOWA,Y,NA,H,PS,No,2
