year,stock_id,stock_name,origin,region_id,surv,basin,exclude,dataset_id
1996,SNOW,Snow Creek,W,JUAN,0.1586,PS,No,2
1997,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1998,SNOW,Snow Creek,W,JUAN,0.0711,PS,No,2
1999,SNOW,Snow Creek,W,JUAN,0.0731,PS,No,2
2000,SNOW,Snow Creek,W,JUAN,0.0647,PS,No,2
2001,SNOW,Snow Creek,W,JUAN,0.0654,PS,No,2
2002,SNOW,Snow Creek,W,JUAN,0.1099,PS,No,2
2003,SNOW,Snow Creek,W,JUAN,0.0943,PS,No,2
2004,SNOW,Snow Creek,W,JUAN,0.0525,PS,No,2
2005,SNOW,Snow Creek,W,JUAN,0.0211,PS,No,2
2006,SNOW,Snow Creek,W,JUAN,0.159,PS,No,2
2007,SNOW,Snow Creek,W,JUAN,0.0528,PS,No,2
2008,SNOW,Snow Creek,W,JUAN,0.0521,PS,No,2
2009,SNOW,Snow Creek,W,JUAN,0.104,PS,No,2
2010,SNOW,Snow Creek,W,JUAN,0.0955,PS,No,2
2011,SNOW,Snow Creek,W,JUAN,0.0704,PS,No,2
2012,SNOW,Snow Creek,W,JUAN,0.0312,PS,No,2
2013,SNOW,Snow Creek,W,JUAN,0.0858,PS,No,2
2014,SNOW,Snow Creek,W,JUAN,0.0724,PS,No,2
2015,SNOW,Snow Creek,W,JUAN,0.0921,PS,No,2
2016,SNOW,Snow Creek,W,JUAN,0.0136,PS,No,2
2017,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
2018,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
